名稱,編號,生成地點,侵臺次數,侵(近)臺日期,發布時間,解除時間,發布報數,最大強度,近中心最大風速,侵臺路徑分類,登陸地段,動態,災情,颱風災害專區網頁連結
范迪 (WENDY),196307,"146.6, 13.4",僅一次,1963年 07月 16日,海上 1963-07-14 10:50:00陸上 1963-07-14 22:30:00,陸上 1963-07-16 21:00:00海上 1963-07-17 09:40:00,11,強烈,65 (公尺/秒),2,宜蘭至花蓮間,在那壩島東南海面形成後向西北西行進，至恆春東方海面轉向西北，於16日10時30分在花蓮北面登陸，由新竹附近出海，在馬祖附近進入大陸。,各地略有災情，有人員有傷亡、失蹤。,---
愛美 (AMY),196216,"147.7, 16.0",僅一次,1962年 09月 05日,海上 1962-09-01 16:15:00陸上 1962-09-02 10:20:00,陸上 1962-09-05 21:45:00海上 1962-09-06 09:45:00,19,強烈,70 (公尺/秒),2,宜蘭至花蓮間,形成後在呂宋島東北方海面向西北方向行進，於5日10時在花蓮北方登陸，由新竹出海後，從福州附近進入大陸。,北部有嚴重災情，其餘地區略有災情，有人員傷亡、失蹤。,---
黛納 (DINAH),196219,"138.3, 17.3",僅一次,1962年 10月 03日,海上 1962-10-01 07:30:00陸上 1962-10-01 16:00:00,陸上 1962-10-03 16:00:00海上 1962-10-03 22:00:00,12,強烈,51 (公尺/秒),5,---,在琉球東南方海面形成後向西行進，通過巴士海峽後轉向西北西，由汕頭附近登陸。,南部有嚴重損害，無人員死亡。,---
吉達 (GILDA),196222,"132.3, 14.6",僅一次,1962年 10月 27日,海上 1962-10-25 22:20:00,海上 1962-10-27 21:50:00,5,強烈,53 (公尺/秒),---,---,形成後向西行進，不久轉向東北逐漸遠離。,---,---
賀普 (HOPE),196202,"127.4, 9.7",僅一次,1962年 05月 20日,海上 1962-05-19 10:00:00陸上 1962-05-19 16:30:00,陸上 1962-05-20 10:00:00海上 1962-05-20 15:25:00,6,中度,33 (公尺/秒),---,---,形成後在呂宋島東方近海向北進行，至呂宋島時，轉向東北逐漸遠離。,---,---
艾瑞絲 (IRIS),196203,"128.8, 10.7",僅一次,1962年 05月 29日,海上 1962-05-28 07:30:00,海上 1962-05-29 10:00:00,4,中度,33 (公尺/秒),---,---,形成後向北北西轉北北東行進，在呂宋島東北近海處減弱為熱帶性低氣壓。,---,---
瓊安 (JOAN),196204,"130.0, 21.0",僅一次,1962年 07月 09日,海上 1962-07-07 22:30:00,海上 1962-07-09 22:00:00,5,中度,40 (公尺/秒),---,---,形成後向北北西行進，經那霸與宮古島間進入東海。,---,---
凱倫 (KAREN),196226,"152.4, 7.8",僅一次,1962年 11月 15日,海上 1962-11-13 22:25:00陸上 1962-11-14 16:15:00,陸上 1962-11-15 10:10:00海上 1962-11-15 21:55:00,7,強烈,70 (公尺/秒),---,---,形成後在呂宋島東方海面向西北轉北北西行進，至琉球南方轉向東北逐漸遠離。,---,---
凱蒂 (KATE),196205,"123.2, 18.5",僅一次,1962年 07月 22日,海上 1962-07-19 17:00:00陸上 1962-07-20 22:20:00,陸上 1962-07-23 09:30:00海上 1962-07-23 21:50:00,18,中度,38 (公尺/秒),6,未登陸,形成後向西北西行進，至恆春西南方海面時，以緩慢之速度呈打轉後轉向北北東行進，經台灣東部近海在花蓮、新港間消失，而在台灣海峽北部產生副低壓取代之，繼續向北經馬祖附近登陸大陸。,東南部損失較重，有人員傷亡、失蹤。,---
娜拉 (NORA),196208,"132.3, 18.3",僅一次,1962年 08月 01日,海上 1962-07-29 10:15:00陸上 1962-07-29 22:00:00,陸上 1962-07-31 21:40:00海上 1962-08-01 15:40:00,10,中度,35 (公尺/秒),---,---,形成後向西北西轉西北進行，經那霸與宮古島間轉北入黃海逐漸遠離。,---,---
歐珀 (OPAL),196209,"141.5, 10.2",僅一次,1962年 08月 05日,海上 1962-08-03 10:00:00陸上 1962-08-04 10:00:00,陸上 1962-08-06 09:45:00海上 1962-08-06 22:00:00,12,強烈,75 (公尺/秒),2,宜蘭至花蓮間,形成後在呂宋島東方海面向西北轉北北西行進，於5日22時30分在宜蘭附近登陸，由桃園新竹間出海，在馬祖附近進入大陸。,北部災情慘重，尤其是宜蘭縣，為三十年來最大的一次災難，有人員傷亡、失蹤。,---
莎拉 (SARAH),196212,"126.8, 23.4",僅一次,1962年 08月 17日,海上 1962-08-15 20:00:00陸上 1962-08-16 12:00:00,陸上 1962-08-19 10:00:00海上 1962-08-19 10:00:00,16,強烈,55 (公尺/秒),---,---,形成後向西北行進，不久在原地打轉後，以北轉東北方向逐漸遠離。,---,---
萬達 (WANDA),196215,"132.9, 16.0",僅一次,1962年 08月 31日,海上 1962-08-28 22:30:00陸上 1962-08-29 16:00:00,陸上 1962-08-31 10:00:00海上 1962-08-31 21:40:00,11,中度,48 (公尺/秒),5,---,形成後向西北西進行，經巴士海峽後於香港附近登陸。,東線鐵路略有損失。,---
艾麗絲 (ALICE),196103,"115.0, 15.2",僅一次,1961年 05月 20日,海上 1961-05-19 10:30:00,海上 1961-05-20 23:00:00,4,中度,40 (公尺/秒),---,---,形成後向北北西行進，至東沙島西南方海面轉北北東，由香港附近進入大陸，再從溫州出海，以東北東方向進入東海。,---,---
貝蒂 (BETTY),196104,"133.5, 10.7",僅一次,1961年 05月 26日,海上 1961-05-24 18:00:00陸上 1961-05-25 17:00:00,陸上 1961-05-27 11:00:00海上 1961-05-27 22:00:00,13,強烈,60 (公尺/秒),6,新港至台東間,在菲律賓群島東方海面形成後，向西北轉北北西行進，於26日22時在新港南方登陸後減弱，由臺中、新竹間誘發一副低壓取代之，並轉向北北東侵襲韓國。,東部地區，尤其是臺東附近有嚴重災害，北部則略有災情，有人員傷亡、失蹤。,---
都麗絲 (DORIS),196108,"127.0, 21.4",僅一次,1961年 07月 01日,海上 1961-06-30 11:00:00陸上 1961-06-30 23:00:00,陸上 1961-07-01 12:00:00海上 1961-07-01 23:00:00,5,輕度,20 (公尺/秒),---,---,形成後向西行進，至恆春近海減弱，而在臺灣海峽南部誘發副低壓取代之，並向西行進由香港附近登陸。,"",---
艾爾西 (ELSIE),196109,"123.1, 20.8",僅一次,1961年 07月 13日,海上 1961-07-13 00:30:00陸上 1961-07-13 11:00:00,陸上 1961-07-14 22:30:00海上 1961-07-15 10:00:00,9,中度,45 (公尺/秒),5,---,在台灣東南方海面形成後，向西北西行進，經恆春南方沿海，由汕頭附近登陸。,災情輕微。,---
芙勞西 (FLOSSIE),196110,"127.8, 17.6",僅一次,1961年 07月 18日,海上 1961-07-16 23:30:00,海上 1961-07-19 11:00:00,6,輕度,20 (公尺/秒),---,---,在呂宋島東方海面形成後向西北西進行，經呂宋島北部近海向西北西進行，由香港附近進入大陸。,---,---
裘恩 (JUNE),196114,"133.6, 11.8",僅一次,1961年 08月 07日,海上 1961-08-04 23:00:00陸上 1961-08-05 23:00:00,陸上 1961-08-07 22:00:00海上 1961-08-08 11:30:00,12,中度,50 (公尺/秒),3,花蓮至新港間,形成後向西北西轉北北西行進，於7日11時左右，在新港北方附近登陸，由嘉義西北方出海後，轉北北西進行，從金門東北方進入大陸。,南部與台東地區有災情，人員有傷亡及失蹤。,---
勞娜 (LORNA),196116,"129.9, 15.7",僅一次,1961年 08月 25日,海上 1961-08-23 22:30:00陸上 1961-08-24 10:30:00,陸上 1961-08-25 22:00:00海上 1961-08-26 10:30:00,9,強烈,60 (公尺/秒),4,台東至恆春間,形成後向西北行進，於25日7時在大武南方登陸，由台南南方出海，並自廈門附近登陸。,高屏及台東地區有災情，有人員傷亡、失蹤。,---
南施 (NANCY),196118,"164.3, 8.8",僅一次,1961年 09月 14日,海上 1961-09-13 11:30:00陸上 1961-09-13 23:00:00,陸上 1961-09-14 16:30:00海上 1961-09-15 10:30:00,7,強烈,100 (公尺/秒),---,---,形成後在呂宋島東方海面向西北西轉西北行進，至那霸島東南方海面時向北轉東北進行，侵襲日本。,---,---
波密拉 (PAMELA),196120,"135.4, 20.1",僅一次,1961年 09月 12日,海上 1961-09-11 10:00:00陸上 1961-09-11 16:00:00,陸上 1961-09-12 16:00:00海上 1961-09-12 22:00:00,7,強烈,65 (公尺/秒),2,宜蘭至花蓮間,形成後向西北西行進，於12日4時在花蓮宜蘭之間登陸，由台中西北方出海，從金門附近進入大陸。,全省均有災情，尤以北部最為嚴重，有人員傷亡、失蹤。,---
沙莉 (SALLY),196122,"132.1, 19.8",僅一次,1961年 09月 28日,海上 1961-09-26 22:30:00陸上 1961-09-27 16:00:00,陸上 1961-09-29 06:00:00海上 1961-09-29 11:00:00,10,中度,40 (公尺/秒),4,台東至恆春間,在琉球南方海面形成後，向西北西行進，於28日14時至15時之間在大武附近登陸，由高雄南方出海後，於香港附近登陸。,南部略有災情。,---
蒂達 (TILDA),196123,"145.4, 18.0",僅一次,1961年 10月 03日,海上 1961-10-01 22:00:00陸上 1961-10-02 09:30:00,陸上 1961-10-03 22:00:00海上 1961-10-04 10:00:00,11,強烈,65 (公尺/秒),---,---,在琉球東南東方海面形成後向西北西方行進，經那霸附近後轉西北進入大陸。,---,---
艾妮絲 (AGNES),196012,"132.5, 21.0",僅一次,1960年 08月 14日,海上 1960-08-13 13:00:00陸上 1960-08-14 00:00:00,陸上 1960-08-15 00:00:00海上 1960-08-15 12:00:00,6,輕度,25 (公尺/秒),2,彭佳嶼至宜蘭間,形成後向西北西行進，經宮古島南方近海後逐漸偏西，於14日中午由宜蘭北方登陸轉向西南西，在新竹附近出海後向西南進行進入臺灣海峽。,災情極輕微。,---
卡門 (CARMEN),196014,"126.8, 23.4",僅一次,1960年 08月 18日,海上 1960-08-16 00:00:00,海上 1960-08-20 18:00:00,10,中度,35 (公尺/秒),---,---,形成後向西北西行進，經宮古島東方近海時，轉向東北，呈蜿蜒的蛇行狀行徑而遠離。,---,---
艾琳 (ELAINE),196015,"116.5, 19.3",僅一次,1960年 08月 23日,海上 1960-08-20 18:00:00陸上 1960-08-20 23:00:00,陸上 1960-08-24 11:00:00海上 1960-08-24 23:00:00,18,中度,40 (公尺/秒),特殊,花蓮至新港間,形成後向東北行進，至恆春西南方近海後，沿著南部、東部沿海北上，於23日晚上，在花蓮東方沿海減弱，由台南、高雄間之副低壓取代，從金門附近進入大陸。,南部豪雨成災，有人員傷亡、失蹤。,---
葛樂禮 (GLORIA),196018,"131.8, 11.9",僅一次,1960年 09月 02日,海上 1960-09-02 13:00:00,海上 1960-09-03 12:00:00,3,輕度,18 (公尺/秒),---,---,形成後向西北西行進，穿越呂宋島中部後轉向西逐漸遠離。,---,---
凱倫 (KAREN),196001,"119.2, 13.4",僅一次,1960年 04月 26日,海上 1960-04-25 18:00:00,海上 1960-04-27 00:00:00,4,輕度,25 (公尺/秒),---,---,形成後向北轉北北東行進，經恆春東南方近海至恆春東方近海時減弱為熱帶性低氣壓。,---,---
瑪麗 (MARY),196003,"114.0, 15.2",僅一次,1960年 06月 10日,海上 1960-06-07 01:00:00陸上 1960-06-10 12:00:00,陸上 1960-06-10 23:00:00海上 1960-06-11 12:00:00,11,中度,35 (公尺/秒),9,---,形成後呈規則性彎曲路線行進，而後向北北東進行，於澳門附近登陸，再轉東北由馬祖北方進入東海後遠離。,中北部略有災情。,---
娜定 (NADINE),196004,"129.2, 18.2",僅一次,1960年 06月 05日,海上 1960-06-05 00:00:00,海上 1960-06-06 13:00:00,4,中度,35 (公尺/秒),---,---,形成後向西北行進，至呂宋島東方海面轉向北北東逐漸遠離。,---,---
歐莉芙 (OLIVE),196005,"132.2, 11.8",僅一次,1960年 06月 28日,海上 1960-06-26 00:00:00,海上 1960-06-30 00:00:00,9,中度,45 (公尺/秒),---,---,形成後向西北西行進穿越呂宋島南部後，轉向西北，經東沙島南方海面，由雷州半島北部進入大陸。,---,---
玻莉 (POLLY),196006,"127.4, 18.1",第 1 次,1960年 07月 20日,海上 1960-07-18 13:00:00陸上 1960-07-18 19:00:00,陸上 1960-07-20 22:00:00海上 1960-07-21 10:00:00,12,中度,40 (公尺/秒),---,---,形成後先向西北行進，而後做蜿蜒的蛇行狀前進，經那霸與宮古島間進入東海。,---,---
玻莉 (POLLY),196006,"127.4, 18.1",第 2 次,1960年 07月 26日,海上 1960-07-22 00:00:00陸上 1960-07-26 10:00:00,陸上 1960-07-26 18:00:00海上 1960-07-27 10:00:00,13,強烈,55 (公尺/秒),---,---,形成後先向西北行進，而後做蜿蜒的蛇行狀前進，經那霸與宮古島間進入東海。,---,---
雪莉 (SHIRLEY),196008,"127.5, 18.9",僅一次,1960年 07月 31日,海上 1960-07-30 00:00:00陸上 1960-07-30 07:00:00,陸上 1960-08-02 07:00:00海上 1960-08-02 17:00:00,15,強烈,55 (公尺/秒),2,宜蘭至花蓮間,形成後向西北行進於31日20時抵達花蓮東方約25公里之海面上時，在大壩尖山及內橫屏山間附近誘發副低壓而取代颱風，由白沙岬附近進入台灣海峽，從馬祖附近登入。,全台各地均有災情，尤其中部災情慘重，有人員傷亡、失蹤。此次颱風過境，在中南部誘發豪雨，因此簡稱八一水災。,---
崔絲 (TRIX),196009,"135.8, 15.0",僅一次,1960年 08月 08日,海上 1960-08-07 00:00:00陸上 1960-08-07 12:00:00,陸上 1960-08-08 22:00:00海上 1960-08-09 11:00:00,9,強烈,60 (公尺/秒),1,---,在琉球東南方海面形成後向西北西行進，經宮古島，逐漸偏西，通過基隆北方近海後，轉向西南西，從金門北方入大陸。,中北部損失慘重，有人員傷亡、失蹤。,---
愛美 (AMY),195916,"124.9, 17.8",僅一次,1959年 10月 04日,海上 1959-10-03 18:00:00,海上 1959-10-06 12:00:00,8,中度,35 (公尺/秒),---,---,形成後向西北西行進，至呂宋島東北方海面時，轉向北北東登陸日本四國。,---,---
巴布絲 (BABS),195917,"118.9, 21.0",僅一次,1959年 10月 09日,海上 1959-10-08 00:00:00陸上 1959-10-08 00:00:00,陸上 1959-10-09 22:00:00海上 1959-10-09 22:00:00,9,輕度,18 (公尺/秒),8,高雄至恆春間,形成後，向東北東於9日16時，在高雄南方登陸，由大武附近出海後減弱為熱帶性低氣壓。,災情極輕微。,---
畢莉 (BILLIE),195905,"130.2, 14.2",僅一次,1959年 07月 15日,海上 1959-07-13 00:00:00陸上 1959-07-15 00:00:00,陸上 1959-07-16 07:00:00海上 1959-07-16 18:00:00,11,中度,45 (公尺/秒),1,---,形成後向西北行進，經台灣東北部近海後，轉北北西，從溫州南方進入大陸。,北部水災嚴重，有人員傷亡、失蹤。,---
夏絲蒂 (CHARLOTTE),195918,"134.8, 12.5",僅一次,1959年 10月 15日,海上 1959-10-12 11:00:00陸上 1959-10-13 18:00:00,陸上 1959-10-16 00:00:00海上 1959-10-16 23:00:00,15,強烈,55 (公尺/秒),---,---,形成後，向西北呈拋物線行進，其轉折點在臺東西方海面上。,---,---
艾倫 (ELLEN),195906,"136.5, 21.0",僅一次,1959年 08月 05日,海上 1959-08-04 00:00:00陸上 1959-08-05 00:00:00,陸上 1959-08-05 12:00:00海上 1959-08-06 00:00:00,6,中度,45 (公尺/秒),---,---,形成後向西北行進，經那霸島東方近海後，轉向北北西遠離。,---,---
鶯瑪 (EMMA),195920,"142.6, 13.4",僅一次,1959年 11月 12日,海上 1959-11-10 23:00:00,海上 1959-11-13 12:00:00,6,中度,45 (公尺/秒),---,---,形成後向西北西方向呈抛物線行進，其轉折點為巴士海峽東方海面。,---,---
芙瑞達 (FREDA),195921,"137.5, 9.1",僅一次,1959年 11月 18日,海上 1959-11-17 12:00:00陸上 1959-11-18 00:00:00,陸上 1959-11-19 12:00:00海上 1959-11-19 23:00:00,9,中度,40 (公尺/秒),6,---,在菲島東方近海形成後向西北行進，登陸呂宋島南部後轉北出海，向北北東進行，沿著臺灣東方近海北上，經宮古島後轉東北東遠離。,東部及北部地區受災，有人員傷亡、失蹤。,---
艾瑞絲 (IRIS),195908,"128.4, 16.2",僅一次,1959年 08月 22日,海上 1959-08-20 18:00:00陸上 1959-08-21 23:00:00,陸上 1959-08-23 07:00:00海上 1959-08-23 12:00:00,12,中度,45 (公尺/秒),5,---,形成後，向西北西轉西北行進，經呂宋島東北方近海及台灣西南方近海，而從廈門進入大陸。,南部、澎湖及金門地區有部份災害，有人員傷亡、失蹤。,---
瓊安 (JOAN),195909,"143.2, 15.5",僅一次,1959年 08月 29日,海上 1959-08-28 12:00:00陸上 1959-08-28 17:00:00,陸上 1959-08-30 18:00:00海上 1959-08-31 12:00:00,13,強烈,75 (公尺/秒),3,花蓮至新港間,在琉球南方海面形成後，向西北西轉西北行進，於29日22時30分左右在新港北方約30公里處登陸，由台南附近出海後轉向北北西進行，經澎湖後從金門北方進入大陸。,全省均有災情，其中尤以東部地區、宜蘭、台北、澎湖災情較嚴重，有人員傷亡失蹤。,---
凱蒂 (KATE),195910,"128.1, 14.5",僅一次,1959年 08月 27日,海上 1959-08-26 18:00:00,海上 1959-08-28 12:00:00,4,輕度,20 (公尺/秒),---,---,形成後向西北西轉西北行進，後越過呂宋島北部減弱為熱帶性低氣壓。,---,---
魯依絲 (LOUISE),195911,"132.6, 14.7",僅一次,1959年 09月 03日,海上 1959-09-02 01:00:00陸上 1959-09-02 13:00:00,陸上 1959-09-04 12:00:00海上 1959-09-05 12:00:00,12,中度,45 (公尺/秒),3,花蓮至新港間,形成後向西北行進，於3日21時左右，在花蓮南方登陸，由新竹附近出海，在馬祖附近轉北北東行進，不久即減弱。,東部及北部有嚴重災情，有人員傷亡、失蹤。,---
娜拉 (NORA),195912,"117.0, 19.5",第 1 次,1959年 09月 08日,海上 1959-09-08 00:00:00,海上 1959-09-09 18:00:00,5,輕度,18 (公尺/秒),---,---,形成後向西北西轉西北行進，於香港南南東方之海面上一度減弱為熱帶性低氣壓。11日上午再增強為颱風，向北北東進行，登入汕頭後轉東北方向至溫州附近減弱為熱帶性低氣壓。,---,---
娜拉 (NORA),195912,"117.0, 19.5",第 2 次,1959年 09月 12日,海上 1959-09-11 09:00:00,海上 1959-09-12 12:00:00,4,輕度,25 (公尺/秒),---,---,形成後向西北西轉西北行進，於香港南南東方之海面上一度減弱為熱帶性低氣壓。11日上午再增強為颱風，向北北東進行，登入汕頭後轉東北方向至溫州附近減弱為熱帶性低氣壓。,---,---
莎拉 (SARAH),195914,"141.5, 13.5",僅一次,1959年 09月 15日,海上 1959-09-14 00:00:00陸上 1959-09-14 12:00:00,陸上 1959-09-15 22:00:00海上 1959-09-16 23:00:00,11,強烈,60 (公尺/秒),---,---,形成後向西北西漸轉北北西進行，經宮古島進入東海後，再轉北北東入日本海。,---,---
